Time_Index,COAL_AID1379,COAL_AID1380,COAL_AID1442,COAL_AID1699,COAL_AID1700,COAL_AID1701,COAL_AID1735,COAL_AID1736,COAL_AID1737,COAL_AID1795,COAL_AID561,COAL_AID704,COAL_AID705,COAL_AID706,COAL_AID709,DR,Electric Vehicles,FO2,FO6,NG_ISNE_LNG,OT,PS,Solar Distributed,Uranium,WAT,NG_Algonquin,NG_Dracut,NG_Iroquois Z2,NG_Tenn Z6
44,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
45,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
46,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
47,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
48,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
49,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
50,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
51,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
52,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
53,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
54,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
55,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
56,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
57,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
58,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
59,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
60,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
61,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
62,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
63,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
64,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
65,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
66,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
67,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
68,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
69,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
70,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
71,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
72,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
73,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
74,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
75,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
76,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
77,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
78,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
79,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
80,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
81,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
82,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
83,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
84,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
85,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
86,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
87,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
88,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
89,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
90,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
91,6.22,5.86,2.350745121,5.164619504,5.164619504,2.644588261,3.543,2.565792075,3.543,3.438301227,3.684659259,3.202122094,3.202122094,3.202122094,5.657,259.872,0,17.76166523,12.43423,6.466567309,0.0790056,0,0,0.8301,0,5.346922722,5.346922722,4.256879843,5.315287437
